track_name,artist,spotify_playlist,spotify_charts,spotify_streams,apple_playlist,deezer_playlist,deezer_charts,shazam_charts,datetime,track,is_outlier
,The Weeknd,178149.0,71174158.0,1549317525.0,309.0,166.0,2493997.0,3251107.0,2020-03-20,Save Your Tears (with Ariana Grande) (Remix),True
,Camilo,1341.0,7152408.0,19388370.0,1.0,11.0,1544792.0,42410.0,2024-02-07,No Se Vale,False
,Master KG,110858.0,13496585.0,406132477.0,92.0,73.0,3432383.0,15915419.0,2019-11-29,Jerusalema (feat. Nomcebo Zikode),True
,Luan Pereira,14552.0,18055636.0,178699480.0,12.0,25.0,1406166.0,121733.0,2023-08-24,DENTRO DA HILUX,False
,Bento e Totï¿,1827.0,221916.0,16197748.0,27.0,15.0,229974.0,16249.0,2022-01-22,Funk do Patinho,False
,Los ï¿½ï¿½ngeles Az,12585.0,10844674.0,130709283.0,8.0,12.0,476181.0,555880.0,2023-08-17,El Amor de Mi Vida,True
,Lil Mosey,197036.0,39104125.0,1295251940.0,121.0,40.0,79824.0,2786545.0,2019-11-08,Blueberry Faygo,True
,Duke & Jones,37436.0,6111674.0,121214716.0,13.0,2.0,2613.0,1772963.0,2022-05-13,Jiggle Jiggle,True
,Big One,24033.0,7343818.0,210712407.0,8.0,13.0,299787.0,261474.0,2023-02-01,En la Intimidad,True
,OneRepublic,343135.0,114346295.0,2466006842.0,198.0,138.0,1401001.0,118910.0,2013-01-01,Counting Stars,False
,Wizkid,85783.0,13563028.0,242254880.0,216.0,21.0,229656.0,4536227.0,2020-10-28,Essence (feat. Tems),True
,Doja Cat,97704.0,24305145.0,603196133.0,55.0,17.0,198575.0,2436551.0,2021-06-25,Get Into It (Yuh),True
,Dxrk ï¿½ï¿½ï¿½,104372.0,42500205.0,415552038.0,32.0,6.0,129549.0,2994271.0,2022-03-18,RAVE,True
,Jhay Cortez,9710.0,1428548.0,49585127.0,3.0,3.0,29899.0,466976.0,2019-02-22,No Me Conoce,True
,Young Miko,8869.0,89312461.0,109149345.0,41.0,23.0,3065065.0,267702.0,2024-04-05,offline,True
,Travis Scott,70723.0,12274321.0,196369387.0,14.0,6.0,67395.0,310132.0,2023-07-28,TOPIA TWINS,True
,Xamdam Sobirov,77.0,5871.0,344691.0,1.0,15.0,229974.0,407695.0,2023-07-31,Janze,True
,Neha Kakkar,15143.0,5892217.0,144985656.0,18.0,15.0,229974.0,717736.0,2019-07-15,"O Saki Saki (From ""Batla House"")",True
,Lady Gaga,137601.0,32384233.0,1269760706.0,88.0,55.0,606748.0,9755956.0,2018-10-05,Always Remember Us This Way,True
,Shakira,50326.0,35586221.0,498744348.0,78.0,49.0,782647.0,913182.0,2022-10-19,Monotonï¿½,True
,DJ Boneng,22.0,36989.0,716453.0,27.0,15.0,229974.0,826437.5,2023-11-15,Aku Sayang Tapi Kau Tak Paham,True
,Morgan Wallen,40523.0,6267614.0,340227841.0,18.0,1.0,71.0,857184.0,2022-05-06,Thought You Should Know,True
,KAROL G,35995.0,21160001.0,443093379.0,58.0,26.0,2263487.0,1174788.0,2022-11-13,CAIRO,True
,TINI,35751.0,23674275.0,358240136.0,42.0,33.0,444294.0,556867.0,2023-02-14,Cupido,True
,Pawan Singh,1.0,3.0,4283.0,27.0,15.0,229974.0,826437.5,2023-12-19,Raja Ji Ke Dilwa,True
,Yeat,85480.0,16509403.0,338097605.0,14.0,1.0,58975.0,664273.0,2022-09-09,Out thï¿½ï¿½,True
,Karan Aujla,938.0,5754144.0,17917738.0,22.0,15.0,229974.0,44138.0,2024-05-16,Winning Speech,False
,Good Neighbours,19044.0,62137392.0,205068203.0,67.0,36.0,876086.0,606973.0,2024-01-17,Home,True
,Maluma,66655.0,24281295.0,600199930.0,95.0,26.0,1933432.0,1823474.0,2021-07-08,Sobrio,True
,Metro Boomin,67166.0,13150883.0,247682011.0,51.0,9.0,44406.0,1390039.0,2023-06-02,"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",True
,A$AP Rocky,295646.0,48300175.0,1244981489.0,110.0,60.0,282248.0,6227926.0,2018-05-25,Praise The Lord (Da Shine) (feat. Skepta),True
,Jowell & Randy,23284.0,4240574.0,73468394.0,11.0,5.0,45642.0,1057655.0,2020-08-06,Se Acabï¿½ï¿½ la Cuaren,True
,A Boogie Wit da Hoodie,136145.0,21910460.0,769061748.0,49.0,17.0,25856.0,6255853.0,2018-12-07,Look Back At It,True
,Djo,64517.0,191969474.0,710784872.0,149.0,133.0,18315130.0,3343993.0,2022-09-16,End of Beginning,True
,Travis Scott,62715.0,24530922.0,285481590.0,46.0,39.0,587945.0,808863.0,2023-07-18,K-POP,True
,Isabel LaRosa,7364.0,40769771.0,123802404.0,43.0,45.0,394030.0,1040640.0,2024-03-29,favorite,True
,JENNIE,12210.0,12194109.0,183134509.0,15.0,12.0,265865.0,345892.0,2023-10-06,You & Me,True
,Rauw Alejandro,53836.0,9757013.0,341742937.0,45.0,15.0,133918.0,713534.0,2020-02-13,Tattoo,True
,The Academy: Segunda Misiï¿½,8939.0,75931694.0,79786203.0,29.0,25.0,1896889.0,236268.0,2024-03-28,LA RANGER (feat. Myke Towers),True
,Ariana Grande,100503.0,36840744.0,1331371819.0,143.0,68.0,735006.0,6415036.0,2018-04-20,no tears left to cry,True
,Prince Ayaya,44.0,223.0,231434956.0,2.0,15.0,229974.0,238732.0,2023-10-28,I Fck Up,True
,JVKE,28044.0,6194695.0,121391098.0,24.0,5.0,12865.0,1184072.0,2020-08-18,Upside Down,True
,Linkin Park,174.0,525584.0,570290910.0,27.0,15.0,229974.0,826437.5,2024-04-12,Crawling,True
,AgroPlay,23872.0,16779061.0,423018422.0,21.0,31.0,6708107.0,609133.0,2023-02-02,Nosso Quadro,True
,FloyyMenor,2343.0,69471936.0,33245898.0,8.0,3.0,821777.0,171732.0,2024-05-17,APAGA EL CEL,False
,Badshah,7591.0,3058131.0,86295058.0,7.0,3.0,2467.0,193040.0,2020-03-26,Genda Phool (feat. Payal Dev),False
,Lil Baby,170734.0,17463888.0,652559944.0,21.0,8.0,35919.0,1456448.0,2018-11-30,Pure Cocaine,True
,Sabrina Carpenter,1.0,2.0,536986458.0,27.0,15.0,229974.0,826437.5,2024-04-12,Espresso,True
,Warren Zeiders,23828.0,9380794.0,142512477.0,14.0,4.0,177002.0,549127.0,2023-03-17,Pretty Little Poison,True
,Brray,36459.0,13719365.0,203212015.0,27.0,12.0,1842000.0,836117.0,2023-04-07,Corazï¿½ï¿½n Roto - R,True
,Calvin Harris,255037.0,105180321.0,1497564072.0,225.0,170.0,1740585.0,11380320.0,2014-01-01,Summer,True
,YNW Melly,208777.0,21077896.0,1055558326.0,18.0,10.0,8074.0,2087864.0,2018-06-01,Murder On My Mind,True
,Calum Scott,119883.0,31204776.0,1042531612.0,70.0,17.0,70256.0,6610744.0,2017-11-17,You Are The Reason,True
,Imagine Dragons,134812.0,31112950.0,1056929910.0,54.0,31.0,384519.0,11123506.0,2018-11-06,Bad Liar,True
,Jessie Murph,21942.0,13799115.0,165347464.0,18.0,19.0,7719621.0,354116.0,2023-10-06,Wild Ones (feat. Jelly Roll),True
,Arizona Zervas,170595.0,31145335.0,1474968552.0,154.0,78.0,626621.0,4556715.0,2019-10-10,ROXANNE,True
,Karan Aujla,12340.0,8409772.0,150073848.0,17.0,1.0,9696.0,270472.0,2023-08-18,Softly,True
,Sebastian Yatra,80542.0,23090494.0,641756842.0,78.0,40.0,686168.0,2934783.0,2021-10-22,Tacones Rojos,True
,NEXZ,147.0,2784044.0,899456.0,2.0,1.0,5401.0,8204.0,2024-05-20,Ride the Vibe,False
,Baby Keem,204148.0,57623622.0,786298066.0,62.0,20.0,174320.0,1938598.0,2021-08-27,family ties,True
,Los ï¿½ï¿½ngeles Az,1329.0,42180412.0,19514243.0,16.0,16.0,378750.0,48790.0,2024-05-23,"Perdonarte, ï¿½ï¿½Para Q",False
,Imagine Dragons,156442.0,33271283.0,1257258072.0,86.0,37.0,367136.0,12160416.0,2017-05-09,Whatever It Takes,True
,NAYEON,25748.0,12535016.0,296828933.0,18.0,3.0,17624.0,445036.0,2022-06-24,POP!,True
,ALPHA 9,67.0,5674.0,78985.0,27.0,15.0,229974.0,826437.5,2023-01-13,Into the Unknown,True
,Asake,13107.0,7678884.0,84655991.0,36.0,6.0,164069.0,2361169.0,2023-06-15,Lonely At The Top,True
,SUICIDAL-IDOL,43999.0,9893510.0,242661037.0,5.0,1.0,9696.0,2552266.0,2023-06-06,ecstacy (slowed),True
,Myke Towers,47247.0,7578697.0,317223968.0,21.0,6.0,74161.0,1796737.0,2019-02-26,Si Se Da,True
,Justin Bieber,110389.0,44478175.0,787546548.0,178.0,51.0,257512.0,3589419.0,2020-09-18,Holy (feat. Chance The Rapper),True
,J. Cole,403355.0,73668045.0,2235160830.0,115.0,41.0,370317.0,5513979.0,2014-12-09,No Role Modelz,True
,Clean Bandit,141677.0,49274720.0,1456894713.0,173.0,82.0,706468.0,9434537.0,2017-03-16,Symphony (feat. Zara Larsson),True
,Lady Gaga,104647.0,55948663.0,1060378159.0,320.0,143.0,2320730.0,3888061.0,2020-05-22,Rain On Me (with Ariana Grande),True
,Chase & Status,57036.0,35240391.0,118804209.0,29.0,14.0,2609137.0,908754.0,2023-07-27,"Baddadan (feat. IRAH, Flowdan, Trigga & Takura)",True
,Tiï¿½ï¿,82093.0,99413749.0,539802784.0,187.0,80.0,1747753.0,2064142.0,2022-11-03,10:35,True
,Post Malone,99512.0,27179361.0,631789333.0,89.0,25.0,858001.0,2041348.0,2021-11-05,One Right Now (with The Weeknd),True
,Christina Perri,177834.0,80060384.0,1654956613.0,94.0,66.0,114244.0,15974659.0,2011-10-18,A Thousand Years,True
,Anuel AA,68502.0,18835572.0,759388276.0,40.0,43.0,358784.0,1317266.0,2019-01-15,Secreto,True
,Alex Rose,68578.0,13363939.0,482021697.0,25.0,5.0,41009.0,2148531.0,2018-06-01,Toda Remix - Remix,True
,SZA,71261.0,34724014.0,456871037.0,105.0,29.0,699151.0,1854776.0,2021-12-03,I Hate U,True
,Post Malone,239092.0,47844195.0,1953403531.0,144.0,59.0,582382.0,8827325.0,2018-04-27,Better Now,True
,Carly Rae Jepsen,211162.0,114187117.0,1394048309.0,222.0,145.0,1939414.0,14252942.0,2012-01-01,Call Me Maybe,True
,Ke Personajes,18938.0,5235073.0,187127704.0,8.0,5.0,349806.0,432240.0,2023-03-02,Pobre Corazï¿½,True
,MEDUZA,188608.0,44047615.0,995452298.0,255.0,166.0,2039570.0,14464887.0,2019-02-01,Piece Of Your Heart,True
,Varun Jain,14067.0,8370027.0,203379355.0,16.0,15.0,229974.0,376272.0,2023-05-22,"Tere Vaaste (From ""Zara Hatke Zara Bachke"")",True
,Doble ONE Flow Letal,9363.0,5604254.0,140356426.0,4.0,6.0,5463321.0,961258.0,2023-10-11,Mi Kryptonita,True
,NATTI NATASHA,38896.0,13810240.0,257167813.0,69.0,20.0,116868.0,1621368.0,2021-04-20,Ram Pam Pam,True
,Bizarrap,25092.0,10823656.0,181516735.0,7.0,9.0,401523.0,194645.0,2023-10-03,"Milo J: Bzrp Music Sessions, Vol. 57",True
,BABYMONSTER,1285.0,2035557.0,21167612.0,5.0,15.0,229974.0,47782.0,2024-02-01,Stuck In The Middle,False
,Grupo Frontera,48881.0,17367502.0,582023797.0,26.0,6.0,53465.0,1946266.0,2022-04-28,No Se Va,True
,Xilo,9048.0,2060708.0,27312761.0,6.0,2.0,3328.0,26178.0,2020-02-14,Aesthetic,False
,Olivia Rodrigo,25460.0,15517447.0,287724574.0,47.0,29.0,1998239.0,770996.0,2023-09-08,get him back!,True
,Peso Pluma,5069.0,34480158.0,123243341.0,13.0,4.0,1081795.0,121403.0,2024-03-21,LA PEOPLE II,False
,Amy Winehouse,17.0,25810.0,562814594.0,27.0,1.0,530.0,826437.5,2024-04-12,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",True
,Taylor Swift,3273.0,15710281.0,150693008.0,29.0,4.0,53098.0,49802.0,2024-04-18,The Tortured Poets Department,False
,ATB,146298.0,62920572.0,721002104.0,201.0,115.0,2519598.0,7799522.0,2021-01-15,Your Love (9PM),True
,Iyanya,10859.0,859682.0,23823099.0,3.0,15.0,229974.0,826437.5,2022-09-15,One Side,True
,Shoreline Mafia,3675.0,33607850.0,20538101.0,23.0,5.0,38916.0,75399.0,2024-05-10,HEAT STICK,False
,Ed Sheeran,208671.0,121163411.0,2525355904.0,249.0,234.0,603824.0,17163765.0,2013-01-01,Photograph,True
,Drake,38562.0,6636362.0,165204421.0,5.0,2.0,1924.0,349915.0,2023-10-06,Virginia Beach,True
,Rod Wave,11024.0,4487030.0,66813186.0,11.0,3.0,21417.0,395093.0,2023-09-15,Great Gatsby,True
,Sofï¿½ï¿½a R,78737.0,29292148.0,667508675.0,97.0,63.0,323404.0,8994016.0,2018-02-16,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",True
,Mert Demir,14727.0,3591657.0,98395711.0,10.0,2.0,1567756.0,1134279.0,2023-09-22,Ateï¿½ï¿½e Dï¿½ï,True
,Stephen Sanchez,108274.0,75934462.0,1020452066.0,45.0,27.0,250765.0,826437.5,2022-04-22,Until I Found You (with Em Beihold) - Em Beihold Version,True
,Drake,225513.0,37094631.0,793287638.0,130.0,21.0,693216.0,2221501.0,2021-03-05,Wants and Needs (feat. Lil Baby),True
,Ghea Indrawari,11931.0,7972917.0,229120157.0,6.0,15.0,229974.0,154129.0,2023-05-18,Jiwa Yang Bersedih,False
,Eladio Carrion,67717.0,32043186.0,459282058.0,46.0,13.0,242670.0,742228.0,2023-03-17,Coco Chanel,True
,DJ Laxman,1.0,1.0,1389772733.0,2.0,15.0,229974.0,826437.5,2024-01-12,Calm Down Baby,True
,Pink Sweat$,83819.0,24550707.0,670245273.0,58.0,17.0,104909.0,2977114.0,2020-07-17,At My Worst,True
,The Kid LAROI,20037.0,20683852.0,137894955.0,37.0,37.0,404042.0,601987.0,2023-10-19,TOO MUCH,True
,Spice,56998.0,7122424.0,218431985.0,24.0,10.0,193061.0,6024636.0,2021-04-30,Go Down Deh (feat. Shaggy and Sean Paul),True
,MUSIC LAB JPN,31199.0,12874966.0,1611084670.0,27.0,15.0,229974.0,826437.5,2023-06-07,Cake By The Ocean - Cover,True
,Marshmello,3794.0,124369916.0,41924126.0,87.0,51.0,8224597.0,189286.0,2024-05-03,Miles On It,False
,FARIANA,74.0,5010610.0,184278.0,4.0,15.0,229974.0,2840.0,2024-06-07,El Caballito,False
,PAWSA,1425.0,11819359.0,2284977.0,13.0,16.0,206878.0,44984.0,2024-05-31,PICK UP THE PHONE (feat. Nate Dogg),False
,GloRilla,27840.0,14490602.0,157806193.0,41.0,6.0,22426.0,1089768.0,2022-09-23,Tomorrow 2 (with Cardi B),True
,Ozuna,81897.0,37257314.0,846909112.0,50.0,18.0,197244.0,2526044.0,2017-08-10,Se Preparï¿,True
,LP,127522.0,22902207.0,837042727.0,80.0,105.0,511599.0,16431621.0,2016-03-24,Lost on You,True
,Marï¿½ï¿½lia Mendo,20588.0,32327663.0,415752953.0,26.0,55.0,7373693.0,280389.0,2022-12-08,Leï¿½,True
,Pritam,7624.0,11285253.0,159909273.0,12.0,1.0,1097.0,109794.0,2023-07-12,"What Jhumka ? (From ""Rocky Aur Rani Kii Prem Kahaani"")",False
,Juice WRLD,137341.0,29154307.0,880781313.0,21.0,10.0,71637.0,934193.0,2018-05-22,Lean Wit Me,True
,Quavo,131547.0,25873871.0,399707517.0,66.0,12.0,1000634.0,2145146.0,2022-05-20,HOTEL LOBBY (Unc & Phew),True
,Diljit Dosanjh,552.0,6584623.0,16264473.0,1.0,15.0,229974.0,35056.0,2024-03-20,"Choli Ke Peeche (From ""Crew"")",False
,Baba Blakes,38.0,1747.0,408449.0,27.0,15.0,229974.0,75.0,2023-03-24,April Rain in August Weather,False
,MAKAELA,31199.0,12874966.0,1696.0,27.0,15.0,229974.0,826437.5,2023-01-27,LEATHER,True
,Lil Nas X,96241.0,16599790.0,741766886.0,68.0,22.0,405827.0,2409985.0,2019-06-20,Panini,True
,Cole Swindell,33533.0,14159174.0,244709550.0,31.0,4.0,96022.0,911477.0,2022-04-08,She Had Me At Heads Carolina,True
,Taylor Swift,4454.0,20883678.0,175613480.0,29.0,6.0,284806.0,67886.0,2024-04-18,"So Long, London",False
,Olivia Rodrigo,12805.0,3065794.0,2167768056.0,93.0,6.0,192922.0,7171230.0,2021-05-14,good 4 u,True
,Olivia Rodrigo,37313.0,23894665.0,433515672.0,73.0,38.0,8664321.0,706445.0,2023-08-11,bad idea right?,True
,KAROL G,57051.0,16707832.0,599215039.0,111.0,25.0,244418.0,1362793.0,2020-07-10,"Ay, DiOs Mï¿½ï",True
,Olivia Rodrigo,116055.0,29173011.0,1133535049.0,56.0,11.0,193230.0,1970544.0,2021-05-21,happier,True
,Y2K,142494.0,16656325.0,968133091.0,76.0,33.0,6401270.0,9155025.0,2019-06-28,Lalala,True
,blink-182,16027.0,7986146.0,62097485.0,23.0,18.0,291819.0,1145608.0,2023-09-21,ONE MORE TIME,True
,HoneyWorks,5912.0,438018.0,23191929.0,3.0,15.0,229974.0,188814.0,2022-11-21,ýýýýýýýýýýýýýýýýýýýýý,False
,Dj LK da Escï¿½ï¿,30142.0,13282269.0,150177750.0,9.0,28.0,89832.0,1072415.0,2022-09-28,Tubarï¿½ï¿½o Te,True
,HCTM,581.0,37113.0,1858478.0,27.0,15.0,229974.0,49225.0,2022-08-06,Chichiquetere,False
,Kehlani,3962.0,55053444.0,34629239.0,49.0,17.0,215137.0,349619.0,2024-04-04,After Hours,True
,Kevin MacLeod,7679.0,1490705.0,11477477.0,4.0,1.0,43207.0,1177639.0,2011-05-16,Monkeys Spinning Monkeys,True
,Beyoncï¿,5252.0,32501444.0,76870736.0,76.0,83.0,6321279.0,286217.0,2024-03-27,II MOST WANTED,True
,Calvin Harris,291456.0,162511602.0,2178606166.0,458.0,548.0,3408335.0,15829169.0,2015-01-01,One Kiss (with Dua Lipa),True
,BigXthaPlug,28131.0,46683719.0,155648648.0,20.0,1.0,1924.0,479173.0,2023-10-06,Mmhmm,True
,DaBaby,158363.0,34079735.0,820923123.0,68.0,38.0,202117.0,2417871.0,2019-09-27,BOP,True
,Anuv Jain,12424.0,10746664.0,181457783.0,9.0,1.0,1097.0,355361.0,2023-12-01,Husn,True
,Sia,244291.0,103798139.0,1634403761.0,253.0,142.0,1062057.0,15214627.0,2011-01-01,Titanium (feat. Sia),True
,Kaifi Khalil,21479.0,6678540.0,296648613.0,2.0,1.0,1097.0,422144.0,2022-05-31,Kahani Suno 2.0,True
,Emilia,30667.0,18842918.0,218340846.0,20.0,30.0,766172.0,744536.0,2023-05-03,No_se_ve.mp3,True
,Major Lazer,2081.0,465455.0,53822187.0,27.0,1.0,234.0,826437.5,2015-09-04,Lean On (feat. Mï¿½ï¿½ & DJ Snake) - J Balvin & Farruko R,True
,Duncan Laurence,199838.0,52970224.0,1184536529.0,124.0,51.0,343757.0,11835805.0,2019-03-07,Arcade,True
,Natanael Cano,1763.0,29137587.0,38139811.0,9.0,2.0,1229099.0,114816.0,2024-05-15,Ya Te Olvide,False
,Calvin Harris,168603.0,66723908.0,1156342373.0,364.0,132.0,734737.0,14394209.0,2015-07-17,How Deep Is Your Love,True
,Travis Scott,219410.0,37089107.0,1388024799.0,133.0,31.0,285491.0,3356112.0,2017-01-01,BUTTERFLY EFFECT,True
,NF,187536.0,40032849.0,1472430869.0,68.0,30.0,104624.0,8887316.0,2017-09-15,Let You Down,True
,Travis Scott,3.0,82.0,656618110.0,27.0,15.0,229974.0,826437.5,2024-03-30,FE!N (feat. Playboi Carti),True
,MEDUZA,87026.0,76037102.0,460973352.0,93.0,59.0,1721803.0,3373945.0,2022-07-22,Bad Memories (feat. Elley Duhï¿½ï¿½ & FAST ,True
,Bad Bunny,95154.0,29388631.0,745086450.0,128.0,35.0,372403.0,1822325.0,2020-02-29,Yo Perreo Sola,True
,NewJeans,20419.0,7910753.0,234215735.0,24.0,2.0,18940.0,248138.0,2023-07-21,ETA,True
,Ryan Castro,57454.0,22561916.0,535847791.0,23.0,9.0,55353.0,1079602.0,2021-04-30,Jordan,True
,Jason Derulo,98905.0,32882211.0,716319941.0,145.0,91.0,3010119.0,826437.5,2020-07-22,Take You Dancing,True
,Feid,26763.0,34486818.0,152487756.0,33.0,44.0,11519450.0,783303.0,2023-09-22,BUBALU,True
,Dean Lewis,182732.0,81424354.0,1749353402.0,148.0,47.0,238867.0,12744176.0,2018-06-29,Be Alright,True
,Tesher,47324.0,4827888.0,164137928.0,43.0,3.0,1874.0,6489242.0,2020-11-13,Jalebi Baby,True
,Alan Walker,7147.0,9900066.0,28340672.0,8.0,10.0,108472.0,150561.0,2023-07-13,Endless Summer,False
,Imanbek,110008.0,103107258.0,547114702.0,85.0,73.0,1992797.0,3826486.0,2022-02-18,Belly Dancer,True
,J Hus,72496.0,16207605.0,142574143.0,90.0,36.0,503882.0,845300.0,2023-06-08,Who Told You (feat. Drake),True
,imase,46984.0,6134615.0,239149370.0,32.0,3.0,10100.0,1864998.0,2022-08-19,NIGHT DANCER,True
,Ebru Yaï¿½ï,1658.0,1193973.0,33174286.0,9.0,2.0,1581911.0,499594.0,2024-02-02,Yoksun,True
,Black Eyed Peas,48916.0,26723190.0,302939117.0,57.0,51.0,1215691.0,4456945.0,2022-06-16,DON'T YOU WORRY,True
,Dhanush,12.0,2710.0,58283353.0,27.0,15.0,229974.0,139710.0,2020-08-26,"Rowdy Baby (From ""Maari 2"")",False
,Elley Duhï¿,173612.0,51608714.0,1104008150.0,72.0,35.0,997273.0,10511473.0,2020-01-10,MIDDLE OF THE NIGHT,True
,HARDY,11898.0,5352704.0,27891947.0,8.0,1.0,1.0,96725.0,2023-11-09,Pickup Man (feat. Post Malone),False
,Mora,105247.0,22304375.0,701919939.0,85.0,21.0,301957.0,1404755.0,2021-07-08,Volando (Remix),True
,Swedish House Mafia,153435.0,41139591.0,861100951.0,122.0,64.0,3075152.0,5566537.0,2021-02-05,Moth To A Flame (with The Weeknd),True
,Offset,24760.0,10056008.0,48339964.0,21.0,3.0,905920.0,889320.0,2023-10-12,WORTH IT (feat. Don Toliver),True
,Olivia Rodrigo,30605.0,33315037.0,259807712.0,41.0,40.0,592661.0,1027616.0,2023-11-03,Canï¿½ï¿½ï¿½t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & ,True
,Ana Castela,10723.0,12965116.0,210195998.0,6.0,22.0,7921538.0,137611.0,2023-07-07,Solteiro Forï¿½ï¿½ado - (Boiadeira Internacio,False
,Diljit Dosanjh,2351.0,12360484.0,65661355.0,16.0,2.0,1606.0,127403.0,2024-03-05,"Naina (From ""Crew"")",False
,Hussain Aljassmi,5.0,411.0,16119.0,27.0,15.0,229974.0,826437.5,2022-12-19,Bel Bont El3areedh,True
,Anirudh Ravichander,6611.0,5093444.0,142430643.0,8.0,15.0,229974.0,101174.0,2023-06-22,"Naa Ready (From ""Leo"")",False
,Piso 21,56085.0,22005461.0,871780891.0,41.0,46.0,5165685.0,1867651.0,2017-10-20,Dï¿½ï¿½jala Que Vuelva (feat. Manuel Tur,True
,ZEROBASEONE,533.0,10481435.0,8699917.0,5.0,4.0,34481.0,11352.0,2024-05-13,Feel the POP,False
,Rihanna,180128.0,62951327.0,1419912461.0,164.0,123.0,1169312.0,11373333.0,2012-01-01,Diamonds,True
,Danny Ocean,57772.0,25048190.0,535013440.0,54.0,32.0,910491.0,1371874.0,2022-02-17,Fuera del mercado,True
,Harp and a monkey,6.0,1694.0,1071.0,27.0,15.0,229974.0,23.0,2022-11-28,Poor People We,False
,Sky Rompiendo,53606.0,50446311.0,354097795.0,64.0,37.0,398533.0,542456.0,2023-06-02,El Cielo,True
,Frizk,19534.0,2505224.0,56978899.0,3.0,15.0,229974.0,460827.0,2023-09-19,ALL MY FELLAS,True
,Pinkfong,8.0,611.0,38895.0,1.0,15.0,229974.0,826437.5,2024-05-03,Bebefinn Song,True
,Billie Eilish,3394.0,9510078.0,58810212.0,31.0,5.0,159005.0,104093.0,2024-05-17,BITTERSUITE,False
,Bad Bunny,61014.0,15444758.0,366872354.0,14.0,8.0,482273.0,768036.0,2022-05-06,Me Fui de Vacaciones,True
,Khalid,121168.0,29487473.0,968194426.0,171.0,58.0,635116.0,5865620.0,2019-02-07,Talk (feat. Disclosure),True
,Peso Pluma,11966.0,20373836.0,164219485.0,15.0,16.0,13007504.0,184898.0,2023-12-28,Rompe La Dompe,False
,Tate McRae,2778.0,2506076.0,21648841.0,2.0,1.0,878.0,826437.5,2023-09-14,greedy sped up,True
,Rauw Alejandro,90725.0,22415388.0,579749218.0,89.0,22.0,291938.0,1542421.0,2020-10-22,Reloj,True
,ýýýýýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýýýýýýý,257.0,128196.0,2730458.0,1.0,15.0,229974.0,15042.0,2024-03-22,ýýýýýýýýýýýýýýýýýýýýýýýýýýý,False
,Yung Bleu,77694.0,13955396.0,233139871.0,53.0,5.0,638.0,523078.0,2020-10-15,Youï¿½ï¿½ï¿½re Mines Still (feat. ,True
,SAIKO,5849.0,51387051.0,56282981.0,25.0,11.0,2671234.0,279219.0,2024-04-26,BADGYAL,True
,Lil Wayne,8422.0,1181602.0,24285898.0,1.0,1.0,23919.0,211234.0,2022-01-14,Sorry 4 The Wait,True
,Rauw Alejandro,33458.0,54918981.0,310562790.0,55.0,42.0,3054645.0,841414.0,2023-07-07,DILUVIO,True
,Kodak Black,203323.0,32147932.0,1070685587.0,82.0,27.0,129554.0,4235259.0,2018-10-12,ZEZE (feat. Travis Scott & Offset),True
,Pritam,30584.0,13659510.0,516740949.0,35.0,1.0,1097.0,372802.0,2022-07-17,"Kesariya (From ""Brahmastra"")",True
,Twenty One Pilots,1087.0,26826278.0,9084595.0,33.0,20.0,476040.0,35315.0,2024-05-22,The Craving (single version),False
,Duo Tiempo de Sol,6847.0,1133511.0,70061366.0,2.0,1.0,3695.0,73794.0,2015-10-05,Bartolito,False
,Jack Black,35929.0,3276465.0,144252786.0,17.0,3.0,146493.0,292159.0,2023-04-07,Peaches,True
,OneRepublic,31199.0,12874966.0,231434956.0,27.0,1.0,180.0,826437.5,2014-08-04,Counting stars,True
,The Weeknd,89586.0,17062402.0,465348362.0,151.0,46.0,2548365.0,826437.5,2021-08-05,Take My Breath - Single Version,True
,Taylor Swift,42535.0,28394531.0,711138043.0,66.0,11.0,844207.0,900372.0,2022-10-21,Lavender Haze,True
,Oxlade,92569.0,17049738.0,331419634.0,116.0,47.0,729868.0,4816359.0,2022-06-10,KU LO SA - A COLORS SHOW,True
,Felipe Amorim,15122.0,14569377.0,166784328.0,10.0,19.0,541722.0,173558.0,2023-07-21,Toca o Trompete,False
,SZA,58561.0,39587642.0,561645790.0,64.0,40.0,235219.0,1208187.0,2022-12-09,Nobody Gets Me,True
,CG5,1602.0,962658.0,19236234.0,27.0,15.0,229974.0,71078.0,2024-02-16,Sleep Well,False
,Donny Fernanda,1.0,2.0,12415.0,27.0,15.0,229974.0,826437.5,2023-02-14,Hei Apa Apa / Tik Tak Tik Tik,True
,21 Savage,164722.0,24902576.0,614603953.0,25.0,18.0,196078.0,2194666.0,2020-10-02,Glock In My Lap,True
,Ken Carson,7297.0,7809196.0,35980441.0,6.0,15.0,229974.0,82029.0,2024-04-12,overseas,False
,Maria Becerra,19913.0,23463750.0,251442618.0,23.0,20.0,635145.0,209753.0,2023-06-22,CORAZï¿½ï¿½N VA,True
,Quevedo,73593.0,22371448.0,600073400.0,24.0,13.0,194411.0,529802.0,2022-11-04,PUNTO G,True
